10/7,10/8,10/9,10/10,10/11,10/12,10/13,10/14,11/26,11/27,11/28,11/29,11/30,12/1,12/2,12/3
17.1,19.0,19.0,19.0,19.0,19.0,19.0,17.1,18.65138420092254,18.65166319474356,18.65194218856458,18.652221182385603,18.652500176206622,18.370995410796375,18.371274404617395,18.371553398438415
599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99,599.99
30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99
24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99
13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59,13.59
24.99,14.15,13.59,13.39,14.15,14.15,14.15,14.15,13.543801129288674,13.53983601036878,13.535870891448887,13.531905772528996,13.527940653609104,17.528745643780688,17.524780524860795,17.5208154059409
30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99
39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99
69.99,73.99,73.99,73.99,73.99,69.99,66.98,66.98,70.0946291046354,70.09210621082666,70.0895833170179,70.08706042320915,70.0845375294004,72.63013738243102,72.62761448862226,72.62509159481351
10.0,22.5,22.5,22.5,10.0,10.0,10.0,10.0,11.760707978635924,11.75424706909649,11.747786159557055,11.74132525001762,11.734864340478184,18.253922065768144,18.24746115622871,18.241000246689275
39.97,38.82,38.08,37.37,39.59,39.97,39.97,39.97,39.42771757602337,39.428181632482584,39.42864568894179,39.42910974540101,39.42957380186022,38.96134083451457,38.96180489097378,38.962268947432996
9.77,9.19,9.19,9.19,9.19,9.77,9.77,9.77,9.557846755057131,9.558018602198537,9.558190449339945,9.55836229648135,9.558534143622756,9.38514037794363,9.385312225085038,9.385484072226443
123.59,99.99,99.99,99.99,99.99,99.99,99.99,99.99,98.99101847428557,98.98230107577406,98.97358367726255,98.96486627875105,98.95614888023954,107.752003978354,107.74328657984249,107.73456918133097
32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99,32.99
38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21,38.21
